Team,Jumper_No,Player,DOB,Height,Position,Games,Age,Origin
Adelaide,13,Taylor Walker,1990-04-25,192.0,Forward,303,35yr 11mth,Broken Hill North
Adelaide,17,Tyler Welsh,2006-08-15,191.0,Forward,0,19yr 7mth,Woodville-West Torrens
Adelaide,24,Josh Worrell,2001-04-11,195.0,Defender,58,24yr 11mth,Sandringham Dragons
Brisbane,4,Oscar Allen,1999-03-19,196.0,Forward,107,27yr,West Perth
Brisbane,31,Harris Andrews,1996-12-11,200.0,Defender,240,29yr 3mth,Aspley
Brisbane,14,Daniel Annable,2007-04-05,184.0,Midfield,1,18yr 11mth,Brisbane Lions Academy
Brisbane,43,Noah Answerth,1999-08-06,182.0,Defender,89,26yr 7mth,Oakleigh Chargers
Brisbane,10,Levi Ashcroft,2006-12-18,179.0,Midfield,29,19yr 3mth,Sandringham Dragons
Brisbane,8,Will Ashcroft,2004-05-06,182.0,Midfield,60,21yr 10mth,Sandringham Dragons
Brisbane,33,Zac Bailey,1999-09-23,181.0,MidfieldForward,167,26yr 6mth,Norwood
Brisbane,17,Luke Beecken,2001-04-18,185.0,Midfield,1,24yr 11mth,Woodville-West Torrens
Brisbane,7,Jarrod Berry,1998-02-05,193.0,Midfield,186,28yr 1mth,North Ballarat Rebels
Brisbane,34,Shadeau Brain,2004-02-13,183.0,Defender,9,22yr 1mth,Noosa
Brisbane,23,Charlie Cameron,1994-07-05,180.0,Forward,256,31yr 8mth,Swan Districts
Brisbane,18,Keidean Coleman,2000-03-31,182.0,Defender,68,25yr 11mth,Brisbane
Brisbane,37,Cody Curtin,2007-05-18,200.0,Forward,0,18yr 10mth,Claremont
Brisbane,12,Tom Doedee,1997-03-01,190.0,Defender,83,29yr,Geelong Falcons
Brisbane,2,Sam Draper,1998-09-28,205.0,ForwardRuck,79,27yr 5mth,South Adelaide
Brisbane,5,Josh Dunkley,1997-01-09,191.0,Midfield,196,29yr 2mth,Gippsland Power
Brisbane,24,Koby Evans,2007-09-08,187.0,Midfield,0,18yr 6mth,Perth
Brisbane,3,Jaspa Fletcher,2004-02-24,184.0,Defender,70,22yr 1mth,Brisbane Lions
Brisbane,32,Darcy Fort,1993-08-06,204.0,Ruck,59,32yr 7mth,Central District
Brisbane,22,Ty Gallop,2006-02-09,194.0,Forward,8,20yr 1mth,Maroochydore
Brisbane,27,Darcy Gardiner,1995-09-22,192.0,Defender,184,30yr 6mth,Geelong Falcons
Brisbane,42,Tai Hayes,2004-11-18,190.0,MidfieldForward,0,21yr 4mth,Southport Sharks
Brisbane,30,Eric Hipwood,1997-09-13,204.0,Forward,199,28yr 6mth,Aspley
Brisbane,41,Darragh Joyce,1997-04-23,195.0,Defender,24,28yr 11mth,Kilkenny
Brisbane,35,Ryan Lester,1992-08-26,190.0,Defender,235,33yr 7mth,Oakleigh Chargers
Brisbane,19,Luke Lloyd,2005-08-08,193.0,Forward,0,20yr 7mth,Sandringham Dragons
Brisbane,1,Kai Lohmann,2003-05-06,185.0,Forward,55,22yr 10mth,GWV Rebels
Brisbane,20,Sam Marshall,2006-01-19,185.0,Midfield,11,20yr 2mth,Sandringham Dragons
Brisbane,11,Lincoln McCarthy,1993-10-22,176.0,Forward,152,32yr 5mth,Glenelg
Brisbane,6,Hugh McCluggage,1998-03-03,187.0,Midfield,210,28yr,North Ballarat Rebels
Brisbane,26,Conor McKenna,1996-03-28,184.0,Forward,128,29yr 11mth,"Eglish, Tyrone"
Brisbane,28,Will McLachlan,2005-04-13,185.0,Forward,6,20yr 11mth,Geelong Falcons
Brisbane,13,Logan Morris,2005-05-10,191.0,Forward,46,20yr 10mth,Western Jets
Brisbane,39,Ben Murphy,,191.0,Defender,0,,Kerry GAA
Brisbane,9,Lachie Neale,1993-05-24,177.0,Midfield,296,32yr 10mth,Glenelg
Brisbane,40,Jack Payne,1999-10-15,196.0,Defender,81,26yr 5mth,Lions Academy
Brisbane,16,Cameron Rayner,1999-10-21,187.0,Forward,169,26yr 5mth,Western Jets
Brisbane,38,Bruce Reville,2001-02-22,185.0,Midfield,27,25yr 1mth,Coates Talent League Boys
Brisbane,25,Henry Smith,2002-09-24,202.0,Forward,6,23yr 6mth,Woodville-west Torrens
Brisbane,36,Reece Torrent,2005-08-03,184.0,Midfield,0,20yr 7mth,Peel Thunder
Brisbane,29,James Tunstill,2003-07-18,187.0,Midfield,13,22yr 8mth,East Perth
Brisbane,44,Darcy Wilmot,2003-12-31,183.0,Defender,85,22yr 2mth,Northern Knights
Brisbane,21,Zane Zakostelsky,2005-12-14,196.0,DefenderRuck,2,20yr 3mth,Claremont
Brisbane,15,Dayne Zorko,1989-02-09,175.0,Defender,306,37yr 1mth,Broadbeach
Carlton,13,Blake Acres,1995-10-07,193.0,Midfield,187,30yr 5mth,West Perth
Carlton,12,Ben Ainsworth,1998-02-10,178.0,Forward,160,28yr 1mth,Gippsland Power
Carlton,37,Jordan Boyd,1998-09-22,182.0,Defender,38,27yr 6mth,Footscray
Carlton,39,Talor Byrne,2007-11-14,174.0,MidfieldForward,0,18yr 4mth,GWV Rebels
Carlton,16,Ben Camporeale,2006-07-21,186.0,Midfield,0,19yr 8mth,Glenelg
Carlton,21,Lucas Camporeale,2006-07-21,184.0,Midfield,3,19yr 8mth,Glenelg
Carlton,32,Matt Carroll,2005-11-28,188.0,Defender,18,20yr 3mth,Sandringham Dragons
Carlton,5,Adam Cerra,1999-10-07,188.0,Midfield,148,26yr 5mth,Eastern Ranges
Carlton,28,Harry Charleson,2006-06-26,183.0,DefenderMidfield,0,19yr 9mth,Greater Western Victoria Rebels
Carlton,31,Campbell Chesser,2003-04-27,186.0,Midfield,38,22yr 10mth,Sandringham Dragons
Carlton,46,Matt Cottrell,2000-02-29,184.0,MidfieldForward,74,26yr,Dandenong Stingrays
Carlton,2,Lachlan Cowan,2004-12-01,188.0,Defender,39,21yr 3mth,Tasmania Devils
Carlton,9,Patrick Cripps,1995-03-18,195.0,Midfield,232,31yr,East Fremantle
Carlton,35,Harry Dean,2007-11-13,194.0,Defender,2,18yr 4mth,Murray Bushrangers
Carlton,47,Wade Derksen,2001-06-18,194.0,Defender,0,24yr 9mth,Peel Thunder
Carlton,41,Matt Duffy,2004-01-02,194.0,Defender,0,22yr 2mth,Longford GAA
Carlton,44,Francis Evans,2001-08-23,182.0,Forward,44,24yr 7mth,Calder Cannons
Carlton,14,Oliver Florent,1998-07-22,184.0,Midfield,186,27yr 8mth,Sandringham Dragons
Carlton,8,Lachlan Fogarty,1999-04-01,180.0,Forward,92,26yr 11mth,Western Jets
Carlton,26,Nick Haynes,1992-05-18,192.0,Defender,234,33yr 10mth,Dandenong Stingrays
Carlton,19,Will Hayward,1998-10-26,186.0,Forward,186,27yr 5mth,North Adelaide
Carlton,29,George Hewett,1995-12-29,187.0,Midfield,204,30yr 2mth,North Adelaide
Carlton,20,Elijah Hollands,2002-04-25,189.0,Forward,43,23yr 11mth,Murray Bushrangers
Carlton,4,Oliver Hollands,2004-01-16,184.0,Defender,67,22yr 2mth,Murray Bushrangers
Carlton,30,Jack Ison,2007-03-26,192.0,Midfield,0,19yr,Oakleigh Chargers
Carlton,17,Brodie Kemp,2001-05-01,192.0,Forward,51,24yr 10mth,Bendigo Pioneers
Carlton,36,Cooper Lord,2005-03-20,184.0,Midfield,25,21yr,North Melbourne
Carlton,11,Mitch McGovern,1994-10-11,190.0,Defender,147,31yr 5mth,Claremont
Carlton,10,Harry McKay,1997-12-24,200.0,Forward,142,28yr 3mth,Gippsland Power
Carlton,43,Ashton Moir,2005-04-15,188.0,Forward,12,20yr 11mth,Glenelg
Carlton,34,Rob Monahan,2004-06-29,194.0,Forward,0,21yr 8mth,Kerry
Carlton,3,Jesse Motlop,2003-11-23,180.0,Forward,63,22yr 4mth,South Fremantle
Carlton,24,Nic Newman,1993-01-15,186.0,Defender,134,33yr 2mth,Frankston
Carlton,22,Harry O'Farrell,2006-05-03,196.0,Defender,6,19yr 10mth,Calder Cannons
Carlton,40,Hudson O'Keeffe,2004-12-16,202.0,Forward,6,21yr 3mth,Oakleigh Chargers
Carlton,27,Marc Pittonet,1996-06-03,202.0,Ruck,82,29yr 9mth,Oakleigh Chargers
Carlton,25,Liam Reidy,2000-06-14,204.0,ForwardRuck,4,25yr 9mth,Frankston Dolphins
Carlton,42,Adam Saad,1994-07-23,178.0,Defender,217,31yr 8mth,Coburg
Carlton,7,Jagga Smith,2006-01-28,182.0,Midfield,2,20yr 1mth,Oakleigh Chargers
Carlton,18,Sam Walsh,2000-07-02,184.0,Midfield,135,25yr 8mth,Geelong Falcons
Carlton,23,Jacob Weitering,1997-11-23,195.0,Defender,206,28yr 4mth,Mount Eliza Football Club
Carlton,6,Zachary Williams,1994-09-20,186.0,Forward,176,31yr 6mth,Narrandera
Carlton,15,Billy Wilson,2005-06-16,183.0,Defender,4,20yr 9mth,Dandenong Stringrays
Carlton,45,Flynn Young,2002-02-03,181.0,Forward,8,24yr 1mth,Werribee
Carlton,33,Lewis Young,1998-12-20,202.0,Defender,82,27yr 3mth,Sturt
Collingwood,16,Edward Allan,2004-05-26,194.0,Midfield,17,21yr 10mth,Claremont
Collingwood,41,Angus Anderson,2003-05-25,193.0,Midfield,0,22yr 10mth,Sturt
Collingwood,34,Jack Buller,2001-05-16,199.0,Forward,12,24yr 10mth,Claremont
Collingwood,14,Darcy Cameron,1995-07-18,204.0,Ruck,122,30yr 8mth,Claremont
Collingwood,27,Joel Cochran,2006-03-28,195.0,Defender,0,19yr 11mth,UNSW-Eastern Suburbs
Collingwood,25,Jack Crisp,1993-10-02,190.0,Midfield,276,32yr 5mth,Murray Bushrangers
Collingwood,7,Josh Daicos,1998-11-26,178.0,Defender,153,27yr 4mth,Oakleigh Chargers
Collingwood,35,Nick Daicos,2003-01-03,184.0,Midfield,97,23yr 2mth,Oakleigh Chargers
Collingwood,2,Jordan De Goey,1996-03-15,188.0,MidfieldForward,184,30yr,Oakleigh Chargers
Collingwood,13,Harry Demattia,2005-09-11,186.0,Midfield,0,20yr 6mth,Dandenong Stingrays
Collingwood,5,Jamie Elliott,1992-08-21,178.0,Forward,221,33yr 7mth,Murray Bushrangers
Collingwood,17,Billy Frampton,1996-11-20,201.0,Defender,76,29yr 4mth,South Fremantle
Collingwood,36,Harvey Harrison,2003-11-10,181.0,Forward,16,22yr 4mth,North Adelaide
Collingwood,39,Will Hayes,2006-05-16,180.0,Forward,2,19yr 10mth,Claremont
Collingwood,23,Bobby Hill,2000-02-09,175.0,Forward,102,26yr 1mth,Perth
Collingwood,9,Dan Houston,1997-05-12,186.0,Defender,191,28yr 10mth,Oakleigh Chargers
Collingwood,38,Jeremy Howe,1990-06-29,190.0,Defender,271,35yr 8mth,Hobart
Collingwood,40,Noah Howes,2005-10-28,196.0,Forward,0,20yr 4mth,South Adelaide
Collingwood,19,Tew Jiath,2005-03-02,188.0,Defender,1,21yr,Gippsland Power
Collingwood,1,Patrick Lipinski,1998-07-17,190.0,MidfieldForward,143,27yr 8mth,Northern Knights
Collingwood,44,Ned Long,2003-02-05,194.0,Midfield,39,23yr 1mth,Northern Knights
Collingwood,4,Brayden Maynard,1996-09-20,189.0,Defender,231,29yr 6mth,Sandringham Dragons
Collingwood,37,Zac McCarthy,2007-10-27,199.0,ForwardRuck,0,18yr 4mth,Oakleigh Chargers
Collingwood,31,Beau McCreery,2001-04-19,186.0,Forward,98,24yr 11mth,South Adelaide
Collingwood,26,Reef McInnes,2002-12-12,194.0,Defender,23,23yr 3mth,Oakleigh Chargers
Collingwood,11,Daniel McStay,1995-06-24,195.0,Forward,200,30yr 9mth,Eastern Ranges
Collingwood,28,Tim Membrey,1994-05-26,188.0,Forward,204,31yr 10mth,Gippsland Power
Collingwood,30,Darcy Moore,1996-01-25,203.0,Defender,195,30yr 2mth,Oakleigh Chargers
Collingwood,15,Wil Parker,2002-05-29,183.0,Defender,11,23yr 9mth,Eastern Ranges
Collingwood,10,Scott Pendlebury,1988-01-07,191.0,Midfield,427,38yr 2mth,Gippsland Power
Collingwood,12,Harry Perryman,1998-12-19,187.0,Defender,156,27yr 3mth,Collingullie
Collingwood,18,Tyan Prindable,2007-01-25,182.0,Midfield,0,19yr 2mth,Brisbane Lions Academy
Collingwood,3,Isaac Quaynor,2000-01-15,180.0,Defender,135,26yr 2mth,Oakleigh Chargers
Collingwood,24,Jakob Ryan,2004-09-20,189.0,Defender,1,21yr 6mth,Glenelg
Collingwood,43,Jai Saxena,2007-07-27,179.0,Forward,0,18yr 7mth,Oakleigh Chargers
Collingwood,8,Lachlan Schultz,1997-11-30,178.0,Forward,128,28yr 3mth,Williamstown
Collingwood,22,Steele Sidebottom,1991-01-02,184.0,Midfield,356,35yr 2mth,Murray Bushrangers
Collingwood,20,Iliro Smit,2005-08-09,200.0,Ruck,0,20yr 7mth,Eastern Ranges
Collingwood,45,Roan Steele,2001-10-22,183.0,Midfield,7,24yr 5mth,West Perth
Collingwood,21,Oscar Steene,2003-08-23,201.0,ForwardRuck,0,22yr 7mth,West Adelaide
Collingwood,33,Lachie Sullivan,1997-09-25,180.0,Forward,24,28yr 6mth,Footscray
Collingwood,32,Samuel Swadling,2007-01-16,189.0,Midfield,0,19yr 2mth,West Perth
Collingwood,29,Charlie West,2006-02-01,194.0,Forward,1,20yr 1mth,Woodville-West Torrens
Essendon,46,Lachlan Blakiston,1998-09-09,203.0,Defender,13,27yr 6mth,East Fremantle
Essendon,39,Cillian Bourke,2006-06-07,190.0,Defender,0,19yr 9mth,County Offaly
Essendon,24,Nick Bryan,2001-10-22,203.0,Ruck,23,24yr 5mth,Oakleigh Chargers
Essendon,30,Nate Caddy,2005-07-14,193.0,Forward,29,20yr 8mth,Northern Knights
Essendon,6,Jye Caldwell,2000-09-28,183.0,Midfield,91,25yr 5mth,Bendigo Pioneers
Essendon,36,Angus Clarke,2006-05-08,188.0,DefenderMidfield,14,19yr 10mth,Glenelg
Essendon,13,Nikolas Cox,2002-01-15,200.0,Midfield,53,24yr 2mth,Northern Knights
Essendon,44,Archer Day-Wicks,2006-05-13,186.0,Forward,5,19yr 10mth,Bendigo Pioneers
Essendon,22,Sam Durham,2001-07-09,185.0,Midfield,93,24yr 8mth,Richmond
Essendon,28,Xavier Duursma,2000-07-07,186.0,Midfield,112,25yr 8mth,Gippsland Power
Essendon,45,Tom Edwards,2000-05-20,191.0,Forward,2,25yr 10mth,Swan Districts
Essendon,33,Hussien El Achkar,2007-04-02,171.0,Forward,2,18yr 11mth,Calder Cannons
Essendon,41,Saad El-Hawli,2001-05-15,184.0,Midfield,9,24yr 10mth,Northern Bullants
Essendon,2,Jacob Farrow,2007-09-21,188.0,DefenderMidfield,0,18yr 6mth,West Perth
Essendon,8,Brayden Fiorini,1997-08-22,187.0,Midfield,125,28yr 7mth,Northern Knights
Essendon,19,Kayle Gerreyn,2006-05-10,199.0,Ruck,0,19yr 10mth,West Perth
Essendon,11,Jade Gresham,1997-08-24,177.0,Forward,177,28yr 7mth,Northern Knights
Essendon,35,Matt Guelfi,1997-08-14,184.0,Forward,121,28yr 7mth,Claremont
Essendon,18,Lewis Hayes,2004-12-17,199.0,Defender,1,21yr 3mth,Eastern Ranges
Essendon,40,Zak Johnson,2006-12-24,185.0,Defender,11,19yr 3mth,Northern Knights
Essendon,23,Harrison Jones,2001-02-25,196.0,MidfieldForward,59,25yr 1mth,Calder Cannons
Essendon,10,Isaac Kako,2006-03-07,175.0,Forward,24,20yr,Calder Cannons
Essendon,29,Max Kondogiannis,2007-11-14,191.0,Defender,2,18yr 4mth,Oakleigh Chargers
Essendon,4,Kyle Langford,1996-12-01,192.0,Forward,164,29yr 3mth,Northern Knights
Essendon,37,Nicholas Martin,2001-04-03,192.0,MidfieldForward,83,24yr 11mth,Colts
Essendon,26,Archie May,2004-08-27,198.0,Forward,8,21yr 6mth,Subiaco
Essendon,1,Andrew McGrath,1998-06-02,180.0,Defender,182,27yr 9mth,Sandringham Dragons
Essendon,32,Ben McKay,1997-12-24,202.0,Defender,106,28yr 3mth,Gippsland Power
Essendon,48,Liam McMahon,2002-05-02,197.0,Forward,7,23yr 10mth,Northern Knights
Essendon,7,Zachary Merrett,1995-10-03,179.0,Midfield,253,30yr 5mth,Sandringham Dragons
Essendon,42,Jayden Nguyen,2006-07-27,178.0,Defender,7,19yr 7mth,Calder Cannons
Essendon,3,Darcy Parish,1997-07-25,180.0,Midfield,167,28yr 8mth,Geelong Falcons
Essendon,16,Archie Perkins,2002-03-26,188.0,Forward,103,24yr,Sandringham Dragons
Essendon,25,Jaxon Prior,2001-06-04,189.0,Defender,64,24yr 9mth,West Perth
Essendon,27,Mason Redman,1997-08-26,187.0,Defender,145,28yr 7mth,Glenelg
Essendon,31,Zach Reid,2002-03-02,202.0,Defender,21,24yr,Gippsland Power
Essendon,14,Jordan Ridley,1998-10-20,195.0,Defender,104,27yr 5mth,Oakleigh Chargers
Essendon,21,Archie Roberts,2005-11-18,184.0,Defender,29,20yr 4mth,Sandringham Dragons
Essendon,9,Sullivan Robey,2007-10-04,192.0,MidfieldForward,0,18yr 5mth,Eastern Ranges
Essendon,12,Will Setterfield,1998-02-05,192.0,Midfield,84,28yr 1mth,Sandringham Dragons
Essendon,15,Dyson Sharp,2007-05-23,187.0,Midfield,2,18yr 10mth,Central District
Essendon,5,Elijah Tsatas,2004-10-18,187.0,Midfield,16,21yr 5mth,Oakleigh Chargers
Essendon,38,Rhys Unwin,2006-10-11,179.0,Forward,3,19yr 5mth,Greater Western Victoria Rebels
Essendon,17,Vigo Visentini,2005-09-05,203.0,Ruck,2,20yr 6mth,Sandringham Dragons
Essendon,20,Peter Wright,1996-09-08,203.0,Forward,154,29yr 6mth,Calder Cannons
Fremantle,24,Jye Amiss,2003-07-31,196.0,Forward,73,22yr 7mth,East Perth
Fremantle,41,Bailey Banfield,1998-02-26,190.0,Defender,118,28yr 1mth,Claremont
Fremantle,10,Shai Bolton,1998-12-08,176.0,MidfieldForward,160,27yr 3mth,South Fremantle
Fremantle,8,Andrew Brayshaw,1999-11-08,185.0,Midfield,172,26yr 4mth,Sandringham Dragons
Fremantle,38,Jaren Carr,2004-01-27,191.0,Forward,0,22yr 1mth,South Fremantle
Fremantle,5,Heath Chapman,2002-01-31,193.0,Defender,67,24yr 1mth,West Perth
Fremantle,6,Jordan Clark,2000-10-16,185.0,Defender,128,25yr 5mth,Claremont
Fremantle,36,Brennan Cox,1998-08-13,195.0,Defender,135,27yr 7mth,Woodville-West Torrens
Fremantle,18,Mason Cox,1991-03-14,211.0,ForwardRuck,139,35yr,Oklahoma State
Fremantle,4,Sean Darcy,1998-06-12,203.0,Ruck,129,27yr 9mth,Geelong Falcons
Fremantle,12,Hugh Davies,2004-09-28,196.0,Defender,2,21yr 5mth,Claremont
Fremantle,37,Josh Draper,2004-02-08,197.0,Defender,31,22yr 1mth,Peel Thunder
Fremantle,43,Isaiah Dudley,2003-04-30,171.0,Forward,18,22yr 10mth,Central District
Fremantle,28,Neil Erasmus,2003-12-02,190.0,Midfield,41,22yr 3mth,Subiaco
Fremantle,32,Michael Frederick,2000-05-17,183.0,Forward,102,25yr 10mth,Eagles
Fremantle,9,Luke Jackson,2001-09-29,199.0,Ruck,121,24yr 5mth,East Fremantle
Fremantle,44,Matt Johnson,2003-03-16,193.0,Midfield,57,23yr,Subiaco
Fremantle,19,Leon Kickett,2000-01-01,,MidfieldForward,0,26yr 2mth,Swan Districts
Fremantle,40,Ryda Luke,2007-09-19,185.0,Forward,0,18yr 6mth,South Fremantle
Fremantle,21,Oscar McDonald,1996-03-18,196.0,Defender,96,30yr,North Ballarat Rebels
Fremantle,17,Judd McVee,2003-08-07,185.0,Defender,67,22yr 7mth,East Fremantle
Fremantle,33,Ollie Murphy,2005-09-16,200.0,Defender,0,20yr 6mth,Sandringham Dragons
Fremantle,11,Tobyn Murray,2005-05-05,180.0,Forward,0,20yr 10mth,Geelong Cats
Fremantle,22,Charlie Nicholls,2006-06-08,197.0,Forward,0,19yr 9mth,Central District
Fremantle,30,Nathan O'Driscoll,2002-05-17,188.0,Midfield,40,23yr 10mth,Perth
Fremantle,2,Jaeger O'Meara,1994-02-23,184.0,Midfield,200,32yr 1mth,Perth Demons
Fremantle,25,Alex Pearce,1995-06-09,201.0,Defender,140,30yr 9mth,Devonport
Fremantle,16,Murphy Reid,2006-07-30,181.0,Forward,26,19yr 7mth,Sandringham Dragons
Fremantle,42,Aiden Riddle,2005-12-27,200.0,Ruck,0,20yr 2mth,Claremont
Fremantle,13,Luke Ryan,1996-02-06,186.0,Defender,180,30yr 1mth,Coburg
Fremantle,45,Chris Scerri,2003-07-06,177.0,MidfieldForward,1,22yr 8mth,Northern Bullants
Fremantle,3,Caleb Serong,2001-02-09,180.0,Midfield,129,25yr 1mth,Gippsland Power
Fremantle,14,Jeremy Sharp,2001-08-13,189.0,Midfield,60,24yr 7mth,East Fremantle
Fremantle,29,Cooper Simpson,2005-02-13,182.0,Defender,5,21yr 1mth,Dandenong Stringrays
Fremantle,1,Sam Sturt,2000-05-12,190.0,Forward,31,25yr 10mth,Dandenong Stingrays
Fremantle,15,Adam Sweid,2007-09-14,176.0,Midfield,0,18yr 6mth,Calder Cannons
Fremantle,39,Sam Switkowski,1996-11-20,179.0,Forward,107,29yr 4mth,Box Hill Hawks
Fremantle,35,Josh Treacy,2002-08-04,195.0,Forward,82,23yr 7mth,Bendigo Pioneers
Fremantle,20,Patrick Voss,2003-06-29,195.0,Forward,29,22yr 8mth,Giants Academy
Fremantle,34,Corey Wagner,1997-03-23,181.0,Midfield,59,29yr,Aspley
Fremantle,31,Brandon Walker,2002-10-17,186.0,Defender,67,23yr 5mth,East Fremantle
Fremantle,27,Toby Whan,2007-05-09,184.0,Midfield,0,18yr 10mth,South Fremantle
Fremantle,23,Karl Worner,2002-06-16,188.0,Defender,33,23yr 9mth,Oakleigh Chargers
Fremantle,26,Hayden Young,2001-04-11,189.0,Midfield,90,24yr 11mth,Dandenong Stingrays
Geelong,30,Tom Atkins,1995-09-18,180.0,Midfield,156,30yr 6mth,Geelong
Geelong,26,Harley Barker,2007-05-02,188.0,Midfield,0,18yr 10mth,Sturt
Geelong,24,Jed Bews,1993-12-14,186.0,Defender,175,32yr 3mth,Geelong Falcons
Geelong,46,Mark Blicavs,1991-03-28,198.0,Ruck,298,34yr 11mth,Geelong Vfl
Geelong,12,Jack Bowes,1998-01-26,189.0,Midfield,143,28yr 2mth,Cairns
Geelong,4,Tanner Bruhn,2002-05-27,184.0,Midfield,69,23yr 9mth,Geelong Falcons
Geelong,41,Cillian Burke,2003-03-29,192.0,Defender,0,22yr 11mth,Kerry GAA
Geelong,5,Jeremy Cameron,1993-04-01,196.0,Forward,282,32yr 11mth,Dartmoor
Geelong,13,Jhye Clark,2004-07-23,181.0,Midfield,29,21yr 8mth,Geelong Falcons
Geelong,45,Bradley Close,1998-07-30,183.0,Forward,129,27yr 7mth,Glenelg
Geelong,6,Toby Conway,2003-04-24,206.0,Ruck,6,22yr 11mth,Geelong Falcons
Geelong,35,Patrick Dangerfield,1990-04-05,189.0,Forward,361,35yr 11mth,Geelong Falcons
Geelong,16,Sam De Koning,2001-02-26,204.0,Defender,88,25yr 1mth,Dandenong Stingrays
Geelong,28,Ollie Dempsey,2003-01-07,187.0,Midfield,61,23yr 2mth,Carey Grammar
Geelong,27,Nick Driscoll,2000-01-01,,Midfield,0,26yr 2mth,Northern Knights
Geelong,11,Mitchell Edwards,2005-06-02,206.0,Ruck,2,20yr 9mth,Peel Thunder
Geelong,39,Zach Guthrie,1998-06-30,188.0,Defender,131,27yr 8mth,Calder Cannons
Geelong,38,Jack Henry,1998-08-29,192.0,Defender,167,27yr 6mth,Geelong Falcons
Geelong,36,Oliver Henry,2002-07-29,189.0,Forward,87,23yr 7mth,Geelong Falcons
