Team,Jumper_No,Player,DOB,Height,Position,Games,Age,Origin,Contract_Expiry,FA_Status,Draft_Year,Draft_Type,Draft_Round,Draft_Pick,Overall_Rating,data_provider_id,Team_API,Season_API,Position_API,Athleticism_Rating,Kicking_Rating,Marking_Rating,Handballing_Rating,Tackling & Pressure_Rating,Hit-Ups & Groundball_Rating,Ruck_Rating
Adelaide,27,Luke Nankervis,2003-05-25,189.0,Midfield,33,22yr 10mth,Sandringham Dragons,2027.0,Non-Free Agent,2021.0,Pre-Season,1.0,2.0,2.1,L.Nankervis 25/5/2003,AFC,2025,W,,,,,,,
Adelaide,28,Alex Neal-Bullen,1996-01-09,182.0,Forward,206,30yr 3mth,Glenelg,2028.0,Unrestricted Free Agent,2014.0,National,2.0,40.0,2.62,A.Neal-Bullen 9/1/1996,AFC,2026,GF,,,,,,,
Adelaide,43,Reilly O'Brien,1995-08-20,201.0,Ruck,147,30yr 7mth,Calder Cannons,2028.0,Unrestricted Free Agent,2014.0,Rookie,1.0,9.0,2.73,R.O'Brien 20/8/1995,AFC,2025,R,,,,,,,
Adelaide,25,James Peatling,2000-08-21,186.0,Midfield,73,25yr 7mth,GWS Giants,2028.0,Non-Free Agent,2021.0,Mid-Season,1.0,8.0,2.28,J.Peatling 21/8/2000,AFC,2026,M,,,,,,,
Adelaide,10,Luke Pedlar,2002-05-17,183.0,Forward,43,23yr 10mth,Glenelg,2026.0,Non-Free Agent,2020.0,National,1.0,11.0,1.81,L.Pedlar 17/5/2002,AFC,2026,GF,,,,,,,
Adelaide,8,Josh Rachele,2003-04-11,180.0,MidfieldForward,75,23yr,Murray Bushrangers,2029.0,Restricted Free Agent,2021.0,National,1.0,6.0,2.53,J.Rachele 11/4/2003,AFC,2026,M,,,,,,,
Adelaide,23,Izak Rankine,2000-04-23,179.0,MidfieldForward,109,25yr 11mth,West Adelaide,2027.0,Non-Free Agent,2018.0,National,1.0,3.0,2.45,I.Rankine 23/4/2000,AFC,2026,GF,,,,,,,
Adelaide,22,Oscar Ryan,2005-05-15,187.0,Defender,0,20yr 10mth,Murray Bushrangers,2026.0,Non-Free Agent,2023.0,National,1.0,27.0,2.24,O.Ryan 15/5/2005,ADL SA,2026,GD,,,,,,,
Adelaide,38,Lachlan Sholl,2000-03-07,186.0,Midfield,79,26yr 1mth,Calder Cannons,2026.0,Restricted Free Agent,2018.0,National,4.0,64.0,2.19,L.Sholl 7/3/2000,ADL SA,2026,M,,,,,,,
Adelaide,14,Jake Soligo,2003-01-25,179.0,Midfield,90,23yr 2mth,Eastern Ranges,2029.0,Restricted Free Agent,2021.0,National,2.0,36.0,2.35,J.Soligo 25/1/2003,AFC,2026,M,,,,,,,
Adelaide,19,Zac Taylor,2003-01-31,180.0,Forward,29,23yr 2mth,Calder Cannons,2026.0,Non-Free Agent,2021.0,National,3.0,44.0,2.27,Z.Taylor 31/1/2003,AFC,2026,GF,,,,,,,
Adelaide,7,Riley Thilthorpe,2002-07-07,201.0,Forward,83,23yr 9mth,West Adelaide Fc,2028.0,Restricted Free Agent,2020.0,National,1.0,2.0,3.06,R.Thilthorpe 7/7/2002,AFC,2026,KF,,,,,,,
Adelaide,13,Taylor Walker,1990-04-25,192.0,Forward,305,35yr 11mth,Broken Hill North,2026.0,Unrestricted Free Agent,,,,,2.73,T.Walker 25/4/1990,AFC,2026,KF,,,,,,,
Adelaide,17,Tyler Welsh,2006-08-15,191.0,Forward,0,19yr 7mth,Woodville-West Torrens,2026.0,Unrestricted Free Agent,2025.0,Rookie,1.0,11.0,2.25,T.Welsh 15/8/2006,ADL SA,2026,KF,,,,,,,
Adelaide,24,Josh Worrell,2001-04-11,195.0,Defender,60,25yr,Sandringham Dragons,2033.0,Unrestricted Free Agent,2019.0,National,2.0,28.0,2.89,J.Worrell 11/4/2001,AFC,2026,GD,,,,,,,
Brisbane,4,Oscar Allen,1999-03-19,196.0,Forward,110,27yr,West Perth,2031.0,Non-Free Agent,2017.0,National,2.0,21.0,2.25,O.Allen 19/3/1999,BFC,2026,KF,,,,,,,
Brisbane,31,Harris Andrews,1996-12-11,200.0,Defender,241,29yr 4mth,Aspley,2029.0,Unrestricted Free Agent,2014.0,National,4.0,61.0,3.36,H.Andrews 11/12/1996,BFC,2025,KD,,,,,,,
Brisbane,14,Daniel Annable,2007-04-05,184.0,Midfield,1,19yr,Brisbane Lions Academy,2028.0,Unknown,2025.0,National,1.0,6.0,,,,,,,,,,,,
Brisbane,43,Noah Answerth,1999-08-06,182.0,Defender,90,26yr 8mth,Oakleigh Chargers,2028.0,Unrestricted Free Agent,2018.0,National,3.0,55.0,1.92,N.Answerth 6/8/1999,BFC,2026,GD,,,,,,,
Brisbane,10,Levi Ashcroft,2006-12-18,179.0,Midfield,32,19yr 3mth,Sandringham Dragons,2030.0,Non-Free Agent,2024.0,National,1.0,5.0,2.6,L.Ashcroft 18/12/2006,BFC,2026,W,,,,,,,
Brisbane,8,Will Ashcroft,2004-05-06,182.0,Midfield,63,21yr 11mth,Sandringham Dragons,2030.0,Restricted Free Agent,2022.0,National,1.0,2.0,2.74,W.Ashcroft 6/5/2004,BFC,2026,M,,,,,,,
Brisbane,33,Zac Bailey,1999-09-23,181.0,MidfieldForward,170,26yr 6mth,Norwood,2026.0,Restricted Free Agent,2017.0,National,1.0,15.0,2.5,Z.Bailey 23/9/1999,BFC,2026,M,,,,,,,
Brisbane,17,Luke Beecken,2001-04-18,185.0,Midfield,1,24yr 11mth,Woodville-West Torrens,2026.0,Non-Free Agent,2024.0,Mid-Season,2.0,17.0,2.36,L.Beecken 18/4/2001,BLR VFL,2026,M,,,,,,,
Brisbane,7,Jarrod Berry,1998-02-05,193.0,Midfield,189,28yr 2mth,North Ballarat Rebels,2029.0,Unrestricted Free Agent,2016.0,National,1.0,17.0,2.88,J.Berry 5/2/1998,BFC,2026,W,,,,,,,
Brisbane,34,Shadeau Brain,2004-02-13,183.0,Defender,9,22yr 2mth,Noosa,2027.0,Non-Free Agent,,,,,2.89,S.Brain 13/2/2004,BLR VFL,2026,GD,,,,,,,
Brisbane,23,Charlie Cameron,1994-07-05,180.0,Forward,259,31yr 9mth,Swan Districts,2028.0,Unrestricted Free Agent,2013.0,Rookie,1.0,7.0,2.83,C.Cameron 5/7/1994,BFC,2026,GF,,,,,,,
Brisbane,18,Keidean Coleman,2000-03-31,182.0,Defender,71,26yr,Brisbane,2027.0,Restricted Free Agent,2019.0,National,2.0,37.0,2.35,K.Coleman 31/3/2000,BFC,2026,GD,,,,,,,
Brisbane,37,Cody Curtin,2007-05-18,200.0,Forward,0,18yr 10mth,Claremont,2027.0,Unknown,2025.0,National,3.0,43.0,,,,,,,,,,,,
Brisbane,12,Tom Doedee,1997-03-01,190.0,Defender,83,29yr 1mth,Geelong Falcons,2027.0,Non-Free Agent,2015.0,National,1.0,17.0,2.28,T.Doedee 1/3/1997,BLR VFL,2026,GD,,,,,,,
Brisbane,2,Sam Draper,1998-09-28,205.0,ForwardRuck,82,27yr 6mth,South Adelaide,2030.0,Non-Free Agent,2016.0,Rookie,1.0,1.0,2.16,S.Draper 28/9/1998,BFC,2026,R,,,,,,,
Brisbane,5,Josh Dunkley,1997-01-09,191.0,Midfield,199,29yr 3mth,Gippsland Power,2030.0,Restricted Free Agent,2015.0,National,2.0,25.0,2.58,J.Dunkley 9/1/1997,BFC,2026,M,,,,,,,
Brisbane,24,Koby Evans,2007-09-08,187.0,Midfield,0,18yr 7mth,Perth,2027.0,Unknown,2025.0,National,3.0,38.0,,,,,,,,,,,,
Brisbane,3,Jaspa Fletcher,2004-02-24,184.0,Defender,73,22yr 1mth,Brisbane Lions,2030.0,Restricted Free Agent,2022.0,National,1.0,12.0,2.59,J.Fletcher 24/2/2004,BFC,2026,GD,,,,,,,
Brisbane,32,Darcy Fort,1993-08-06,204.0,Ruck,62,32yr 8mth,Central District,2026.0,Non-Free Agent,2018.0,National,4.0,65.0,2.75,D.Fort 6/8/1993,BFC,2026,R,,,,,,,
Brisbane,22,Ty Gallop,2006-02-09,194.0,DefenderForward,11,20yr 2mth,Maroochydore,2029.0,Non-Free Agent,2024.0,National,3.0,42.0,1.96,T.Gallop 9/2/2006,BFC,2026,KF,,,,,,,
Brisbane,27,Darcy Gardiner,1995-09-22,192.0,Defender,185,30yr 6mth,Geelong Falcons,2026.0,Unrestricted Free Agent,2013.0,National,2.0,22.0,2.33,D.Gardiner 22/9/1995,BFC,2026,KD,,,,,,,
Brisbane,42,Tai Hayes,2004-11-18,190.0,MidfieldForward,0,21yr 4mth,Southport Sharks,2027.0,Unknown,2025.0,National,3.0,44.0,2.43,T.Hayes 18/11/2004,BLR VFL,2026,M,,,,,,,
Brisbane,30,Eric Hipwood,1997-09-13,204.0,Forward,199,28yr 7mth,Aspley,2029.0,Unrestricted Free Agent,2015.0,National,1.0,14.0,2.5,E.Hipwood 13/9/1997,BFC,2025,KF,,,,,,,
Brisbane,41,Darragh Joyce,1997-04-23,195.0,Defender,25,28yr 11mth,Kilkenny,2026.0,Unrestricted Free Agent,2024.0,Rookie,1.0,15.0,2.4,D.Joyce 23/4/1997,BLR VFL,2025,KD,,,,,,,
Brisbane,35,Ryan Lester,1992-08-26,190.0,Defender,238,33yr 7mth,Oakleigh Chargers,2026.0,Unrestricted Free Agent,2022.0,Rookie,1.0,15.0,2.92,R.Lester 26/8/1992,BFC,2026,KD,,,,,,,
Brisbane,19,Luke Lloyd,2005-08-08,193.0,Forward,0,20yr 8mth,Sandringham Dragons,2026.0,Non-Free Agent,2023.0,National,2.0,42.0,2.49,L.Lloyd 8/8/2005,BLR VFL,2026,KD,,,,,,,
Brisbane,1,Kai Lohmann,2003-05-06,185.0,Forward,58,22yr 11mth,GWV Rebels,2027.0,Non-Free Agent,2021.0,National,1.0,20.0,2.93,K.Lohmann 6/5/2003,BFC,2026,GF,,,,,,,
Brisbane,20,Sam Marshall,2006-01-19,185.0,Midfield,11,20yr 2mth,Sandringham Dragons,2027.0,Non-Free Agent,2024.0,National,1.0,25.0,2.79,S.Marshall 19/1/2006,BLR VFL,2026,M,,,,,,,
Brisbane,11,Lincoln McCarthy,1993-10-22,176.0,Forward,155,32yr 5mth,Glenelg,2026.0,Restricted Free Agent,2025.0,Rookie,1.0,14.0,2.63,L.McCarthy 22/10/1993,BFC,2026,GF,,,,,,,
Brisbane,6,Hugh McCluggage,1998-03-03,187.0,Midfield,211,28yr 1mth,North Ballarat Rebels,2031.0,Unrestricted Free Agent,2016.0,National,1.0,3.0,3.01,H.McCluggage 3/3/1998,BFC,2025,M,,,,,,,
Brisbane,26,Conor McKenna,1996-03-28,184.0,Forward,128,30yr,"Eglish, Tyrone",2026.0,Non-Free Agent,,,,,1.59,C.McKenna 28/3/1996,BFC,2025,GF,,,,,,,
Brisbane,28,Will McLachlan,2005-04-13,185.0,Forward,6,21yr,Geelong Falcons,2026.0,Non-Free Agent,2024.0,Mid-Season,1.0,6.0,2.07,W.McLachlan 13/4/2005,BFC,2025,GF,,,,,,,
Brisbane,13,Logan Morris,2005-05-10,191.0,Forward,49,20yr 11mth,Western Jets,2027.0,Non-Free Agent,2023.0,National,2.0,31.0,2.54,L.Morris 10/5/2005,BFC,2026,KF,,,,,,,
Brisbane,39,Ben Murphy,,191.0,Defender,0,,Kerry GAA,2027.0,Unknown,,,,,,,,,,,,,,,,
Brisbane,9,Lachie Neale,1993-05-24,177.0,Midfield,299,32yr 10mth,Glenelg,2026.0,Restricted Free Agent,2011.0,National,3.0,58.0,2.85,L.Neale 24/5/1993,BFC,2026,M,,,,,,,
Brisbane,40,Jack Payne,1999-10-15,196.0,Defender,81,26yr 5mth,Lions Academy,2029.0,Unrestricted Free Agent,2017.0,National,3.0,54.0,2.79,J.Payne 15/10/1999,BFC,2025,KD,,,,,,,
Brisbane,16,Cameron Rayner,1999-10-21,187.0,Forward,172,26yr 5mth,Western Jets,2031.0,Unrestricted Free Agent,2017.0,National,1.0,1.0,2.92,C.Rayner 21/10/1999,BFC,2026,GF,,,,,,,
Brisbane,38,Bruce Reville,2001-02-22,185.0,Midfield,30,25yr 1mth,Coates Talent League Boys,2026.0,Non-Free Agent,,,,,2.81,B.Reville 22/2/2001,BFC,2026,W,,,,,,,
Brisbane,25,Henry Smith,2002-09-24,202.0,Forward,6,23yr 6mth,Woodville-west Torrens,2026.0,Non-Free Agent,2020.0,National,3.0,48.0,2.24,H.Smith 24/9/2002,BFC,2025,KF,,,,,,,
Brisbane,36,Reece Torrent,2005-08-03,184.0,Midfield,0,20yr 8mth,Peel Thunder,2026.0,Non-Free Agent,2023.0,National,5.0,64.0,2.62,R.Torrent 3/8/2005,BLR VFL,2026,M,,,,,,,
Brisbane,29,James Tunstill,2003-07-18,187.0,Midfield,14,22yr 8mth,East Perth,2026.0,Non-Free Agent,2021.0,National,3.0,41.0,2.18,J.Tunstill 18/7/2003,BFC,2026,GF,,,,,,,
Brisbane,44,Darcy Wilmot,2003-12-31,183.0,Defender,88,22yr 3mth,Northern Knights,2029.0,Restricted Free Agent,2021.0,National,1.0,16.0,2.64,D.Wilmot 31/12/2003,BFC,2026,GD,,,,,,,
Brisbane,21,Zane Zakostelsky,2005-12-14,196.0,DefenderRuck,2,20yr 3mth,Claremont,2026.0,Non-Free Agent,2023.0,National,3.0,51.0,2.07,Z.Zakostelsky 14/12/2005,BFC,2026,KD,,,,,,,
Brisbane,15,Dayne Zorko,1989-02-09,175.0,Defender,309,37yr 2mth,Broadbeach,2026.0,Unrestricted Free Agent,,,,,2.85,D.Zorko 9/2/1989,BFC,2026,GD,,,,,,,
Carlton,13,Blake Acres,1995-10-07,193.0,Midfield,187,30yr 6mth,West Perth,2027.0,Non-Free Agent,2013.0,National,1.0,19.0,1.98,B.Acres 7/10/1995,CAR VFL,2026,M,,,,,,,
Carlton,12,Ben Ainsworth,1998-02-10,178.0,Forward,163,28yr 2mth,Gippsland Power,2029.0,Unrestricted Free Agent,2016.0,National,1.0,4.0,2.53,B.Ainsworth 10/2/1998,CFC,2026,GF,,,,,,,
Carlton,37,Jordan Boyd,1998-09-22,182.0,Defender,40,27yr 6mth,Footscray,2026.0,Non-Free Agent,2021.0,Mid-Season,2.0,19.0,2.44,J.Boyd 22/9/1998,CAR VFL,2025,GD,,,,,,,
Carlton,39,Talor Byrne,2007-11-14,174.0,MidfieldForward,3,18yr 4mth,GWV Rebels,2027.0,Unknown,2025.0,National,3.0,45.0,,,,,,,,,,,,
Carlton,16,Ben Camporeale,2006-07-21,186.0,Midfield,0,19yr 8mth,Glenelg,2026.0,Non-Free Agent,2024.0,National,3.0,43.0,2.69,B.Camporeale 21/7/2006,CAR VFL,2026,M,,,,,,,
Carlton,21,Lucas Camporeale,2006-07-21,184.0,Midfield,3,19yr 8mth,Glenelg,2026.0,Non-Free Agent,2024.0,National,3.0,54.0,2.33,L.Camporeale 21/7/2006,CAR VFL,2026,M,,,,,,,
Carlton,32,Matt Carroll,2005-11-28,188.0,DefenderMidfield,21,20yr 4mth,Sandringham Dragons,2027.0,Unrestricted Free Agent,2023.0,Rookie,1.0,15.0,2.56,M.Carroll 28/11/2005,CFC,2026,W,,,,,,,
Carlton,5,Adam Cerra,1999-10-07,188.0,Midfield,150,26yr 6mth,Eastern Ranges,2030.0,Restricted Free Agent,2017.0,National,1.0,5.0,2.79,A.Cerra 7/10/1999,CFC,2025,M,,,,,,,
Carlton,28,Harry Charleson,2006-06-26,183.0,DefenderMidfield,0,19yr 9mth,Greater Western Victoria Rebels,2026.0,Non-Free Agent,2024.0,Rookie,1.0,9.0,1.91,H.Charleson 26/6/2006,CAR VFL,2026,GD,,,,,,,
Carlton,31,Campbell Chesser,2003-04-27,186.0,Midfield,39,22yr 11mth,Sandringham Dragons,2027.0,Non-Free Agent,2021.0,National,1.0,14.0,2.15,C.Chesser 27/4/2003,CFC,2026,W,,,,,,,
Carlton,46,Matt Cottrell,2000-02-29,184.0,MidfieldForward,74,26yr 1mth,Dandenong Stingrays,2027.0,Unrestricted Free Agent,2021.0,Rookie,2.0,24.0,1.93,M.Cottrell 29/2/2000,CAR VFL,2026,M,,,,,,,
Carlton,2,Lachlan Cowan,2004-12-01,188.0,Defender,42,21yr 4mth,Tasmania Devils,2028.0,Non-Free Agent,2022.0,National,2.0,30.0,2.14,L.Cowan 1/12/2004,CFC,2026,GD,,,,,,,
Carlton,9,Patrick Cripps,1995-03-18,195.0,Midfield,235,31yr,East Fremantle,2027.0,Unrestricted Free Agent,2013.0,National,1.0,13.0,2.9,P.Cripps 18/3/1995,CFC,2026,M,,,,,,,
Carlton,35,Harry Dean,2007-11-13,194.0,Defender,3,18yr 5mth,Murray Bushrangers,2028.0,Unknown,2025.0,National,1.0,3.0,,,,,,,,,,,,
Carlton,47,Wade Derksen,2001-06-18,194.0,Defender,2,24yr 9mth,Peel Thunder,2026.0,Unrestricted Free Agent,2022.0,Mid-Season,1.0,5.0,3.59,W.Derksen 18/6/2001,GWS VFL,2025,KD,,,,,,,
Carlton,41,Matt Duffy,2004-01-02,194.0,Defender,0,22yr 3mth,Longford GAA,2026.0,Non-Free Agent,,,,,1.67,M.Duffy 2/1/2004,CAR VFL,2025,KD,,,,,,,
Carlton,44,Francis Evans,2001-08-23,182.0,Forward,47,24yr 7mth,Calder Cannons,2026.0,Unrestricted Free Agent,2019.0,National,2.0,41.0,2.75,F.Evans 23/8/2001,CFC,2026,GF,,,,,,,
Carlton,14,Oliver Florent,1998-07-22,184.0,DefenderMidfield,189,27yr 8mth,Sandringham Dragons,2030.0,Unrestricted Free Agent,2016.0,National,1.0,11.0,2.78,O.Florent 22/7/1998,CFC,2026,GD,,,,,,,
Carlton,8,Lachlan Fogarty,1999-04-01,180.0,Forward,92,27yr,Western Jets,2026.0,Non-Free Agent,2017.0,National,2.0,22.0,2.01,L.Fogarty 1/4/1999,CFC,2026,GF,,,,,,,
Carlton,26,Nick Haynes,1992-05-18,192.0,Defender,235,33yr 10mth,Dandenong Stingrays,2026.0,Unrestricted Free Agent,2011.0,National,1.0,7.0,2.41,N.Haynes 18/5/1992,CAR VFL,2026,GD,,,,,,,
Carlton,19,Will Hayward,1998-10-26,186.0,Forward,188,27yr 5mth,North Adelaide,2030.0,Unrestricted Free Agent,2016.0,National,1.0,21.0,2.53,W.Hayward 26/10/1998,CFC,2026,GF,,,,,,,
Carlton,29,George Hewett,1995-12-29,187.0,Midfield,206,30yr 3mth,North Adelaide,2027.0,Non-Free Agent,2013.0,National,2.0,32.0,2.64,G.Hewett 29/12/1995,CFC,2026,M,,,,,,,
Carlton,20,Elijah Hollands,2002-04-25,189.0,MidfieldForward,46,23yr 11mth,Murray Bushrangers,2026.0,Unrestricted Free Agent,2020.0,National,1.0,7.0,2.75,E.Hollands 25/4/2002,CFC,2026,GF,,,,,,,
Carlton,4,Oliver Hollands,2004-01-16,184.0,Defender,70,22yr 2mth,Murray Bushrangers,2026.0,Non-Free Agent,2022.0,National,1.0,11.0,2.39,O.Hollands 16/1/2004,CFC,2026,GD,,,,,,,
Carlton,30,Jack Ison,2007-03-26,192.0,Midfield,0,19yr,Oakleigh Chargers,2027.0,Unknown,2025.0,National,3.0,47.0,,,,,,,,,,,,
Carlton,17,Brodie Kemp,2001-05-01,192.0,Forward,54,24yr 11mth,Bendigo Pioneers,2027.0,Restricted Free Agent,2019.0,National,1.0,17.0,2.16,B.Kemp 1/5/2001,CFC,2026,KF,,,,,,,
Carlton,36,Cooper Lord,2005-03-20,184.0,Midfield,25,21yr,North Melbourne,2029.0,Non-Free Agent,2024.0,Mid-Season,1.0,9.0,2.77,C.Lord 20/3/2005,CFC,2026,W,,,,,,,
Carlton,11,Mitch McGovern,1994-10-11,190.0,DefenderForward,150,31yr 6mth,Claremont,2026.0,Restricted Free Agent,2014.0,National,3.0,43.0,3.0,M.McGovern 11/10/1994,CFC,2026,GF,,,,,,,
Carlton,10,Harry McKay,1997-12-24,200.0,Forward,145,28yr 3mth,Gippsland Power,2030.0,Unrestricted Free Agent,2015.0,National,1.0,10.0,2.77,H.McKay 24/12/1997,CFC,2026,KF,,,,,,,
Carlton,43,Ashton Moir,2005-04-15,188.0,Forward,12,20yr 11mth,Glenelg,2027.0,Non-Free Agent,2023.0,National,1.0,29.0,2.24,A.Moir 15/4/2005,CAR VFL,2026,GF,,,,,,,
Carlton,34,Rob Monahan,2004-06-29,194.0,Forward,0,21yr 9mth,Kerry,2026.0,Non-Free Agent,,,,,2.08,R.Monahan 29/6/2004,CAR VFL,2026,GD,,,,,,,
Carlton,3,Jesse Motlop,2003-11-23,180.0,Forward,63,22yr 4mth,South Fremantle,2027.0,Non-Free Agent,2021.0,National,2.0,27.0,2.56,J.Motlop 23/11/2003,CFC,2025,GF,,,,,,,
Carlton,24,Nic Newman,1993-01-15,186.0,Defender,136,33yr 2mth,Frankston,2026.0,Restricted Free Agent,2014.0,Rookie,2.0,35.0,3.21,N.Newman 15/1/1993,CFC,2024,GD,,,,,,,
Carlton,22,Harry O'Farrell,2006-05-03,196.0,Defender,6,19yr 11mth,Calder Cannons,2027.0,Non-Free Agent,2024.0,National,2.0,40.0,2.34,H.O'Farrell 3/5/2006,CFC,2025,KD,,,,,,,
Carlton,40,Hudson O'Keeffe,2004-12-16,202.0,ForwardRuck,8,21yr 3mth,Oakleigh Chargers,2026.0,Non-Free Agent,,,,,2.39,H.O'Keeffe 16/12/2004,CFC,2026,KF,,,,,,,
